instance;EE-IT_runtime;EE-ITSCC_runtime;EE-PROC_runtime;EE-NIT_runtime
bw2.pfile-3-04.pddl.2.cnf;0.12392554571852088;0.32337920600548387;0.32287572836503386;0.7250950098969042
bw2.pfile-3-06.pddl.1.cnf;0.07347143022343516;0.1724247019737959;0.1726108118891716;0.22273003309965134
bw2.pfile-4-05.pddl.2.cnf;0.4736416139639914;3.388035827782005;3.6393185798078775;26.553491511382163
bw3.pfile-3-03.pddl.4.cnf;0.07411935506388545;0.12242498202249408;0.12254167208448052;0.17243206594139338
bw3.pfile-3-08.pddl.3.cnf;0.07280494598671794;0.12246754206717014;0.12282192800194025;0.22279859567061067
bw3.pfile-4-02.pddl.6.cnf;0.7244871826842427;9.368166879750788;13.721585258841515;12.436169245745987
bw3.pfile-4-06.pddl.2.cnf;0.07433246867731214;0.12061073957011104;0.12368227588012815;0.3229060247540474
bw3.pfile-4-06.pddl.5.cnf;0.1239716331474483;0.17250560270622373;0.27356933802366257;400
bw3.pfile-4-07.pddl.6.cnf;0.22372133238241076;9.216423616278917;13.721594541799277;11.423352024983615
ferry2.pfile-L2-C1-02.pddl.2.cnf;0.027312800753861666;0.041306143160909414;0.023859690874814987;0.039053454995155334
ferry2.pfile-L2-C2-01.pddl.6.cnf;0.07449323870241642;0.07298287795856595;0.07170483097434044;0.12054762430489063
ferry2.pfile-L2-C2-010.pddl.1.cnf;0.026640510186553;0.025221418123692274;0.03753313235938549;0.03653027908876538
ferry2.pfile-L2-C2-04.pddl.2.cnf;0.04076331993564963;0.03983205696567893;0.27248368691653013;0.07058016303926706
ferry2.pfile-L2-C2-07.pddl.2.cnf;0.0422858209349215;0.041256519965827465;0.07222000090405345;0.07200565887615085
ferry2.pfile-L2-C3-05.pddl.1.cnf;0.04134859889745712;0.07318218518048525;0.07210725313052535;0.07118708500638604
ferry2.pfile-L2-C3-09.pddl.1.cnf;0.04229789273813367;0.07273505721241236;0.12247389508411288;0.1206388478167355
ferry2.pfile-L2-C4-03.pddl.1.cnf;0.041822261177003384;0.04082329198718071;0.04011434130370617;0.07073559798300266
ferry2.pfile-L2-C4-06.pddl.2.cnf;0.07530969474464655;0.07298639230430126;0.1225071419030428;0.17237301170825958
ferry2.pfile-L2-C4-07.pddl.1.cnf;0.0729767638258636;0.07295951386913657;0.22322364011779428;0.12077730987221003
ferry2.pfile-L2-C4-09.pddl.6.cnf;0.04222786100581288;0.17173654399812222;0.32340259198099375;0.2708382485434413
ferry2.pfile-L3-C1-010.pddl.3.cnf;0.04215553915128112;0.07490284321829677;0.07242793822661042;0.12250743107870221
ferry2.pfile-L3-C1-08.pddl.2.cnf;0.0419993381947279;0.07368744211271405;0.12252944801002741;0.07089370302855968
ferry2.pfile-L3-C2-03.pddl.2.cnf;0.07487804302945733;0.12374584609642625;0.22315983334556222;0.17189701460301876
ferry2.pfile-L3-C2-04.pddl.2.cnf;0.07480595167726278;0.1244710860773921;0.17316169571131468;0.17245151894167066
ferry2.pfile-L3-C2-08.pddl.5.cnf;0.07484935596585274;0.07358322199434042;0.47380588110536337;400
