instance;EE-IT_runtime;EE-ITSCC_runtime;EE-PROC_runtime;EE-NIT_runtime
WS_100_12_90_30;0.026594021823257208;0.02541895303875208;0.2250894852913916;0.023280493915081024
WS_100_18_30_10;0.03996670665219426;0.04033676162362099;0.03834007307887077;0.020828281994909048
WS_100_24_70_50;0.07529756892472506;0.07342164497822523;0.0708382478915155;0.0704890787601471
WS_100_24_70_70;0.07518409611657262;0.07351141795516014;0.07191041205078363;0.0723103741183877
WS_100_6_10_30;0.019803781062364578;0.025347291957587004;0.023517076391726732;0.023204199969768524
WS_100_6_10_50;0.01726737804710865;0.022930508945137262;0.02132702711969614;0.012592149898409843
WS_100_6_30_10;0.016919222194701433;0.01619688281789422;0.02222170913591981;0.012749826069921255
WS_100_6_70_70;0.01695958524942398;0.014496458228677511;0.022093346808105707;0.02287317020818591
WS_200_20_50_70;0.175389823038131;0.17095089005306363;0.17060994496569037;0.17241145391017199
WS_200_20_70_30;1.079139735084027;1.1772382659837604;1.1745253237895668;1.1757808672264218
WS_200_20_90_10;1.0300575657747686;1.0782147282734513;1.0774017409421504;1.0770105570554733
WS_200_28_70_10;1.8831857740879059;1.8309276178479195;2.2784723923541605;1.879735038150102
WS_200_28_70_50;3.741095202974975;3.7381987310945988;4.538628130685538;3.6860633841715753
WS_200_8_90_30;0.029725636821240187;0.02647708961740136;0.042025026865303516;0.04275107802823186
WS_300_8_10_70;0.02285301312804222;0.024190717842429876;0.022252751048654318;0.040054875891655684
WS_400_16_10_30;0.04075792012736201;0.04077428299933672;0.03697671974077821;0.04075890360400081
WS_400_24_30_10;1.93140043085441;1.679727089125663;1.7292509428225458;1.7286816518753767
WS_400_24_50_10;400;400;400;400
WS_400_32_30_30;66.42725910712034;74.09205954708159;73.59275719989091;73.7389624598436
WS_400_32_70_70;400;400;400;400
WS_400_8_30_30;0.02619258500635624;0.03762007784098387;0.023018145002424717;0.03945749392732978
WS_500_16_10_70;0.041995644103735685;0.04031206341460347;0.03833553520962596;0.03997040633112192
WS_500_16_50_50;400;377.578964790795;372.29516888502985;374.9819570160471
WS_500_16_70_50;400;400;400;400
WS_500_8_70_70;0.04227635031566024;0.04018192598596215;0.020744069945067167;0.04026558483019471
