instance;EE-IT_runtime;EE-ITSCC_runtime;EE-PROC_runtime;EE-NIT_runtime
n100p3q34ve;0.8803271497599781;1.328254631254822;21.04655590513721;1.3746074130758643
n100p5q2;0.07654142007231712;0.12127686431631446;0.17213098797947168;0.12223125109449029
n128p5q2_ve;0.22539135115221143;0.220816554967314;0.37263931380584836;0.17188148107379675
n150p3q34n;14.85366631206125;14.432765084318817;295.8427885817364;10.307396742049605
n160p3q24e;4.133149744942784;3.741061393171549;25.2114278068766;3.384221058804542
n160p3q34h;30.289940076880157;29.663725735154003;400;21.048203048761934
n160p5q2_ve;0.729149580001831;0.5261182747781277;0.9225575621239841;0.6241854508407414
n175p3q34h;70.6367093641311;61.95636969432235;400;36.35341276507825
n192p5q2_ve;1.633538897614926;1.6290799602866173;2.8301190710626543;1.4269503089599311
n200p3q34h;251.51757272006944;211.1688134437427;400;108.91343279229477
n224p5q2_ve;4.795002762693912;4.542479409836233;5.439146250952035;4.286990541033447
n256p3q08n;61.70607722690329;61.45074389223009;61.79416764900088;56.87687058094889
n256p5q2_e;13.125078154262155;9.859650667291135;12.21339665306732;10.209355744998902
n320p5q2_n;50.79570693522692;51.8720743204467;55.72377280006185;51.65795461740345
n384p5q2_vh;192.54873280972242;189.32943779509515;160.1047204239294;141.68812388693914
n448p5q2_vh;400;400;400;400
n512p5q2_vh;400;400;400;400
